Beneficial owner's Country ,Beneficial owner of the ship,Name of ship ,IMO  number,Last flag,Destination yard,Commercial operator ,Registered owner ,Built in (y),Sold for ($/ldt),Ldt (light displacement ton),Type of ship,Single hulled,Unnamed: 13
USA,TBS International Plc ,Mohegan Princess,8213835,Philippines,"Chittagong, Bangladesh",TBS Shipping Services Incorporated ,Overseas Bulk Transport Incorporated ,1983,417,7362,General Cargo ship,Y,
USA,TBS International Plc ,Siboney Belle,8306931,Philippines,"Chittagong, Bangladesh",TBS Shipping Services Incorporated ,Rector Shipping ,1985,493,4145,General Cargo ship,N,
USA,TBS International Plc ,Tuckahoe Maiden,8314835,Philippines,"Chittagong, Bangladesh",TBS Shipping Services Incorporated ,Henley Maritime ,1985,417,7203,General Cargo ship,N,
USA,SeaChange Maritime LLC,Tiger,8901743,Singapore,"Chittagong, Bangladesh",Seachange Maritime (Singapore) Private Limited ,Virginia Key Private Limited ,1989,410,7076,Containership,Y,
USA,Icon Capital Corporation,Senang,9041382,Tuvalu,"Chittagong, Bangladesh",Icon Capital Corporation,Icon Capital Corporation,1994,490,unknown,Crude oil tanker,N,
USA,Sealift Incorporated,Virginian 1,8300200,Tuvalu,"Chittagong, Bangladesh",Sealift Incorporated,Sealift Incorporated,1984,431,unknown,RoRo,N,
Vietnam,Tuan Huy Shipping Company Limited,Lucky Star,8109175,Kiribati,"Chittagong, Bangladesh",Tuan Huy Shipping Company Limited,Tuan Huy Shipping Company Limited,1984,465,13500,Bulker,Y,
Vietnam,Hoang Son Company Limited,Hoang Son South,8020965,Mongolia,"Chittagong, Bangladesh",Hoang Son Company Limited,Hoang Son Company Limited,1981,unknown,unknown,Bulker,Y,
Vietnam,Tuan Huy Shipping Company Limited,Ocean Star,8307973,Mongolia,"Chittagong, Bangladesh",Tuan Huy Shipping Company Limited,Tuan Huy Shipping Company Limited,1984,unknown,unknown,Bulker,Y,
Vietnam,Vietnam National Shipping Lines (VINALINES) ,Lively Falcon,7525475,Mongolia,"Chittagong, Bangladesh",Falcon Shipping Company Limited ,Falcon Shipping Company Limited ,1977,unknown,unknown,Bulker,Y,
Vietnam,Gemadept Corporation,Great Pride,8210900,Panama,"Chittagong, Bangladesh",Gemadept Corporation,Grand Atlantic Shipping Private Limited ,1982,482,3634,Containership,Y,
Vietnam,Gemadept Corporation,Stellar Pacific,8105973,Panama,"Chittagong, Bangladesh",Gemadept Corporation,Gemadept Corporation,1984,482,3632,Containership,Y,
Vietnam,Minh Phong Trading ,Minh An,7804601,Vietnam,"Chittagong, Bangladesh",Minh Phong Trading ,Minh Phong Trading ,1978,unknown,3278,General Cargo ship,Y,
China,China Ocean Shipping (Group) Company (COSCO) ,Song Shan,8225369,China,"Chongming, China",COSCO Shipping Company Limited (COSCOL) ,COSCO Shipping Company Limited (COSCOL) ,1984,321,3610,General cargo ship,Y,
Unknown,Unknown,Sea Wind,8503852,Cook Islands,"Constantza, Romania",Unknown,Unknown,1986,unknown,3551,General cargo ship,Y,
Hong Kong,New Asian Shipping Company Limited ,Tiwai Maru,8323721,Panama,"Dalian, China ",New Asian Shipping Company Limited ,Mario Shipping Corporation ,1984,440,4989,Bulker,Y,
UK,Union Maritime Limited ,Union Trader,8116336,Panama,"Dalian, China ",Union Maritime Limited ,UN Trader Limited ,1985,370,9270,Bulker,Y,
USA,TBS International Plc ,Tayrona Princess,8220242,Philippines,"Dalian, China ",TBS Shipping Services Incorporated ,Overseas Bulk Transport Incorporated ,1983,439,7318,General cargo ship,N,
Malta,Lubov Orlova Shipping Company Limited ,Lyubov Orlova,7391434,Cook Islands,Dominican Republic,Lubov Orlova Shipping Company Limited ,Lubov Orlova Shipping Company Limited ,1976,275,2695,Passenger ship,N,
Canada,British Columbia Ferry Services Incorporated ,Queen of Saanich,5408142,Canada,"Ensenada, Mexico",British Columbia Ferry Services Incorporated ,British Columbia Ferry Services Incorporated ,1963,unknown,unknown,RoRo,Y,
Canada,British Columbia Ferry Services Incorporated ,Queen of Vancouver,5288035,Canada,"Ensenada, Mexico",British Columbia Ferry Services Incorporated ,British Columbia Ferry Services Incorporated ,1962,unknown,unknown,RoRo,Y,
Denmark,DFDS A/S ,Tind,8811297,Cyprus,"Esbjerg, Denmark ",DFDS Logistics AS ,Lorentzens Rederi AS ,1990,unknown,unknown,General cargo ship,Y,
Denmark,Norresundby Rederi ApS ,Livarden,7310818,Denmark,"Esbjerg, Denmark ",Janus Andersen & Company A/S,Livarden ApS ,1973,unknown,unknown,General cargo ship,Y,
Germany,Klingenberg Bereederungs-& Befrachtungs OHG ,Celina,9235373,Antigua & Barbuda,"Esbjerg, Denmark ",Klingenberg Bereederungs-& Befrachtungs OHG ,Talamanca Shipping Company Limited ,2002,unknown,unknown,Containership,Y,
Denmark,Danske Faerger A/S ,Spodsbjerg,7204394,Denmark,"Frederikshavn, Denmark",Danske Faerger A/S ,Danske Faerger A/S ,1972,unknown,unknown,RoRo,Y,
Albania,Albartin Shipping Company ,Pyramis,7725647,Moldova,"Gadani, Pakistan",Albartin Shipping Company ,Albartin Shipping Company ,1980,unknown,1702,General cargo ship,Y,
Bermuda,B+H Ocean Carriers Limited ,Roger M. Jones,9009396,Bahamas,"Gadani, Pakistan",B+H Ocean Carriers Limited ,RMJ Obo Shipping Limited ,1992,438,14710,Bulk and oil carrier,N,
Bermuda,Frontline Limited,Front Alfa,8914752,Marshall Islands,"Gadani, Pakistan",Frontline Management AS ,Front Alfa Incorporated ,1993,490,21529,Crude Oil Tanker,N,
Bermuda,Ship Finance International Limited ,Front Driver,8906884,Marshall Islands,"Gadani, Pakistan",Ship Finance International Limited ,Bonfield Shipping Limited ,1991,410,22877,Bulker,N,
Brazil,Petroleo Brasileiro S.A. - PETROBRAS & Departamento de Transporte - DETRAN ,Aravelas,8200034,Brazil,"Gadani, Pakistan",Petrobras Transporte S.A. (TRANSPETRO) ,Petrobras Transporte S.A. (TRANSPETRO) ,1986,unknown,unknown,Product tanker,Y,
Bulgaria,Government of Bulgaria,Liliana Dimitrova,8105246,Bulgaria,"Gadani, Pakistan",Navigation Maritime Bulgare Limited (NAVIBULGAR) ,Navigation Maritime Bulgare Limited (NAVIBULGAR) ,1982,460,9937,Bulker,Y,
Bulgaria,Government of Bulgaria,Svilen Russev,8128145,Bulgaria,"Gadani, Pakistan",Navigation Maritime Bulgare Limited (NAVIBULGAR) ,Navigation Maritime Bulgare Limited (NAVIBULGAR) ,1982,460,9989,Bulker,Y,
Bulgaria,Cosmos Shipping AD,Emine,8222575,Malta,"Gadani, Pakistan",Cosmos Shipping AD,Emine Limited ,1983,448,7755,Bulker,Y,
Cayman Islands,Siem Industries Incorporated,Tauranga Star,8917522,Bermuda,"Gadani, Pakistan",Siem Shipping Incorporated ,Star Reefers Shipowning Incorporated ,1992,525,4873,Reefer,N,
Cayman Islands,Siem Industries Incorporated,Nelson,8917558,Comoros,"Gadani, Pakistan",Siem Shipping Incorporated ,Star Reefers Shipowning Incorporated ,1993,576,5288,Reefer,N,
Cayman Islands,Siem Industries Incorporated,Valparaiso Star,8713586,Liberia,"Gadani, Pakistan",Siem Shipping Incorporated ,Star Reefers Shipowning Incorporated ,1989,415,5613,Reefer,Y,
China,ATL Shipping Limited ,Donna,8103303,Cyprus,"Gadani, Pakistan",ATL Shipping Limited ,Apora Navigation Company Limited ,1984,495,7604,Bulker,Y,
China,ATL Shipping Limited ,Santo Success,8220175,Cyprus,"Gadani, Pakistan",ATL Shipping Limited ,Addorno Shipping Company Limited ,1984,unknown,10420,Bulker,Y,
China,Fujian Pingtan Ji Mei Shipping Company Limited ,Jimnoble,8323422,Panama,"Gadani, Pakistan",Jimei Hua Shipping Company Limited ,Jimnoble Company Limited ,1985,unknown,22387,Bulker,Y,
Denmark,Dansk Investeringsfond (DIFKO) ,Amberjack,8900086,Marshall Islands,"Gadani, Pakistan",Dansk Investeringsfond (DIFKO) ,K/S Difko LXVII ,1990,unknown,17830,Chemical and Oil tanker,N,
Egypt,Red Sea Navigation Company,Alamayn,8307519,Panama,"Gadani, Pakistan",Red Sea Navigation Company,Front Line Shipping Company S.A. ,1985,unknown,unknown,Bulker,Y,
Egypt,El Amira Maritime Agencies Company ,Amira Dina,8020745,Tuvalu,"Gadani, Pakistan",El Amira Maritime Agencies Company ,Mariam Shipping Company,1981,412,6244,Bulker,N,
Germany,Neu Seeschiffahrt GmbH ,Faith N.,8618425,Panama,"Gadani, Pakistan",Neu Seeschiffahrt GmbH ,General Ore Carrier Corporation III Limited ,1990,478,35045,Bulk Ore Carrier,N,
Greece,Chartworld Shipping Corporation,Erradale Star,9041033,Bahamas,"Gadani, Pakistan",Chartworld Shipping Corporation,First Palm Shipping S.A. ,1994,420,22750,Bulker,Y,
Greece,Chartworld Shipping Corporation,Setsuyo Star,8406391,Bahamas,"Gadani, Pakistan",Chartworld Shipping Corporation,Setsuyo Maritime Limited ,1985,475,24077,Bulker,Y,
Greece,Interunity Management Corporation S.A.,Pioneer Epos,7526584,Comoros,"Gadani, Pakistan",Interunity Management Corporation S.A.,Pioneer Epos Incorporated ,1981,475,13404,Bulker,Y,
Greece,Cosmoship Management S.A.,Pearl C,8518106,Cyprus,"Gadani, Pakistan",Cosmoship Management S.A.,Bulkship Union S.A. ,1987,520,11551,Bulker,Y,
Greece,Cyprus Maritime Company Limited,Capt. Ore,8613994,Cyprus,"Gadani, Pakistan",Cyprus Maritime Company Limited,Fairseas Marine Company Limited ,1990,437,11992,Bulker,N,
Greece,New Shipping Limited,Star Hero,8814550,Dominica,"Gadani, Pakistan",New Shipping Limited,Equator Shipping Company Limited ,1991,412,33393,Crude Oil Tanker,N,
Greece,Goulandris Bros. (Hellas) Limited,Narova,9006667,Greece,"Gadani, Pakistan",Cavodoro Shipping Corporation ,Stavropeda E.N.E. ,1992,435,10931,Crude Oil Tanker,N,
Greece,Goulandris Bros. (Hellas) Limited,Nisyros,9006655,Greece,"Gadani, Pakistan",Cavodoro Shipping Corporation ,Lidi E.N.E ,1992,440,24323,Crude Oil Tanker,N,
Greece,Harbor Shipping & Trading S.A.,Chios Wind,8309414,Greece,"Gadani, Pakistan",Harbor Shipping & Trading S.A.,New Progress Special Maritime Enterprises ,1984,unknown,7154,Bulker,Y,
Greece,The Veniamis Group ,SD Victory,8516677,Greece,"Gadani, Pakistan",Golden Union Shipping Company S.A. ,Sea Prestige Trading Company S.A. ,1986,unknown,9753,Bulker,Y,
Greece,Benelux Overseas Incorporated,Jelita,8521268,Indonesia,"Gadani, Pakistan",Benelux Overseas Incorporated,Jelita Maritime PT ,1987,unknown,7165,Chemical and Oil tanker,Y,
Greece,Dynacom Tankers Management Limited,Dorado,8715039,Liberia,"Gadani, Pakistan",Dynacom Tankers Management Limited,Fidelity Trading Company ,1989,435,35254,Crude Oil Tanker ,Y,
Greece,Embiricos Group,Antiparos,9041588,Liberia,"Gadani, Pakistan",Andros Maritime Agencies Limited ,Antiparos Maritime Corporation ,1992,503,34294,Crude Oil Tanker,Y,
Greece,Eurotankers Incorporated ,Valeri,8724860,Liberia,"Gadani, Pakistan",Eurotankers Incorporated ,Angelina Navigation Incorporated ,1988,unknown,9680,Product Tanker,N,
Greece,Eurotankers Incorporated ,Veres,8729951,Liberia,"Gadani, Pakistan",Eurotankers Incorporated ,Dynastic Maritime Incorporated ,1989,unknown,9680,Product Tanker,N,
Greece,Gregory P. Callimanopulos Group of Companies,United Resolve,9018476,Liberia,"Gadani, Pakistan",Marine Management Services M.C. ,Trade Ventures Incorporated ,1992,440,19960,Crude Oil Tanker,N,
Greece,Gregory P. Callimanopulos Group of Companies,United Star,9014846,Liberia,"Gadani, Pakistan",Marine Management Services M.C. ,United Star Incorporated ,1992,438,20766,Crude Oil Tanker,N,
Greece,Marmaras Navigation Limited,Aristeas P.,8315918,Liberia,"Gadani, Pakistan",Marmaras Navigation Limited,Arist Maritime Incorporated ,1985,482,7919,Bulker,Y,
Greece,Polembros Shipping Limited,Vigour,8513649,Liberia,"Gadani, Pakistan",Polembros Shipping Limited,Crystal Holdings Limited ,1995,512,21687,Crude Oil Tanker,N,
Greece,Top Ships Incorporated,Brillante Virtuoso,9014822,Liberia,"Gadani, Pakistan",Top Tanker Management Incorporated ,Suez Fortune Investments Limited ,1992,unknown,20502,Crude Oil Tanker,N,
Greece,Aegean Marine Petroleum S.A. ,Edeva,8920347,Malta,"Gadani, Pakistan",Aegean Shipping Management S.A. ,Aegean Nav. S.A. ,1992,unknown,10830,Tanker,N,
Greece,Bright Navigation Incorporated,Popi S.,8028644,Malta,"Gadani, Pakistan",Bright Navigation Incorporated,Rising Brothers Shipping Limited ,1982,480,11564,Bulker,Y,
Greece,Chian Spirit Maritime Enterprises Incorporated,Panamax Anna,8202678,Malta,"Gadani, Pakistan",Chian Spirit Maritime Enterprises Incorporated,Thalassa Marine Incorporated ,1982,432,12272,Bulker,Y,
Greece,Hellenic Star Shipping Company S.A.,Sea Pride,8011794,Malta,"Gadani, Pakistan",Hellenic Star Shipping Company S.A.,Malcon Nav. Company Limited ,1983,unknown,11902,Bulker,N,
Greece,Queensway Navigation Company Limited,Vemabaltic,8325066,Malta,"Gadani, Pakistan",Queensway Navigation Company Limited,Sea Baltic Maritime Limited ,1986,435,17707,Product Tanker,N,
Greece,Alison Management Corporation,Sea Wave,9000546,Marshall Islands,"Gadani, Pakistan",Alison Management Corporation,Choral Services Limited ,1991,475,20179,Crude Oil Tanker,N,
Greece,Prime Marine Management Incorporated,Blackfin,8913837,Marshall Islands,"Gadani, Pakistan",Prime Marine Management Incorporated,Blackfin Shipping Incorporated ,1990,440,14830,Chemical and Oil tanker,N,
Greece,Prime Marine Management Incorporated,Bluefin,8715510,Marshall Islands,"Gadani, Pakistan",Prime Marine Management Incorporated,Bluefin Shipping Incorporated ,1989,507,14830,Chemical and Oil tanker,N,
Greece,Prime Marine Management Incorporated,Bonito,8615552,Marshall Islands,"Gadani, Pakistan",Prime Marine Management Incorporated,Bonito Shipping Incorporated ,1988,403,14898,Chemical and Oil tanker,N,
Greece,Prime Marine Management Incorporated ,Cougar,8618906,Marshall Islands,"Gadani, Pakistan",Prime Marine Management Incorporated ,Cougar Shipping Incorporated ,1989,unknown,9550,Product Tanker,N,
Greece,Prime Marine Management Incorporated,Lion,8618918,Marshall Islands,"Gadani, Pakistan",Prime Marine Management Incorporated,Lion Shipping Incorporated ,1989,410,9550,Product Tanker,N,
Greece,Prime Marine Management Incorporated ,Longfin,8700008,Marshall Islands,"Gadani, Pakistan",Prime Marine Management Incorporated ,Longfin Shipping Incorporated ,1988,443,15050,Chemical and Oil tanker,N,
Greece,Prime Marine Management Incorporated ,Smooth Hound,8715522,Marshall Islands,"Gadani, Pakistan",Prime Marine Management Incorporated ,Smooth Hound Shipping Incorporated ,1989,505,14830,Chemical and oil tanker,N,
Greece,Blue Fleet Management Company Limited,Royal Diamond,8300391,Panama,"Gadani, Pakistan",Blue Fleet Management Company Limited,Societe de Navgation S.A. ,1984,465,5843,Bulker,N,
Greece,Commercial S.A. ,Markella,9012771,Panama,"Gadani, Pakistan",Commercial S.A. ,Navinord S.A. ,1993,unknown,unknown,Containership,Y,
Greece,IMS S.A.,Lanka,8309787,Panama,"Gadani, Pakistan",IMS S.A.,Rofos Navigation Limited ,1985,unknown,13707,Chemical and Oil tanker,N,
Greece,Trustoil Tankers S.A. ,Trust Navigator,8814421,Panama,"Gadani, Pakistan",Trustoil Tankers S.A. ,Misty Shipmanagement S.A. ,1991,unknown,8450,Product Tanker,N,
Greece,World Carrier Corporation S.A.,Ailsa Craig,7349950,Panama,"Gadani, Pakistan",World Carrier Corporation S.A.,Ailsa Shipping Corporation ,1974,430,32000,Floating Production tanker ,Y,
Greece,Polembros Shipping Limited,Diamond Warrior,8308850,St Vincent & Grenadines,"Gadani, Pakistan",Polembros Shipping Limited,International Alliance Limited ,1984,482,25516,Bulk Ore Carrier,Y,
Greece,Hellenic Star Shipping Company S.A.,Sea Bird,8117328,Tonga,"Gadani, Pakistan",Hellenic Star Shipping Company S.A.,Sea Bird Shipping Limited ,1984,510,11600,Bulker,Y,
Greece,Aegean Marine Petroleum S.A. ,White Rose,8033314,Tuvalu,"Gadani, Pakistan",Aegean Bunkering Services Incorporated ,Aegean Tanking S.A. ,1981,unknown,16240,Product Tanker,N,
Hong Kong,Sinokor Company Limited,Carrier,8204028,Comoros,"Gadani, Pakistan",Chokang Shipping Company Limited ,Central Carrier Shipping SA ,1983,425,14500,Bulker,N,
Hong Kong,Winning Shipping (HK) Company Limited,Winning Brother,8406078,Panama,"Gadani, Pakistan",Winning Shipping (HK) Company Limited,Graceful Shipping S.A. ,1985,420,22687,Bulker,Y,
Hong Kong,Titan Petrochemicals Group Limited,Titan,8618205,Tuvalu,"Gadani, Pakistan",Titan Ocean Private Limited ,Perlama Corporation ,1988,465,34115,Crude Oil Tanker,Y,
India,The Shipping Corporation of India Limited ,Murshid,8409769,Comoros,"Gadani, Pakistan",The Shipping Corporation of India Limited ,The Shipping Corporation of India Limited ,1987,unknown,unknown,Bulker ,Y,
India,The Shipping Corporation of India Limited ,Prayag,8321072,Comoros,"Gadani, Pakistan",The Shipping Corporation of India Limited ,The Shipping Corporation of India Limited ,1986,unknown,unknown,Bulker ,Y,
India,Essar Shipping & Logistics Limited,Govind Prasad,7926112,India,"Gadani, Pakistan",Essar Shipping & Logistics Limited,Essar Shipping & Logistics Limited,1981,unknown,unknown,Bulker,Y,
India,Essar Shipping & Logistics Limited,Mahavir Prasad,8023993,India,"Gadani, Pakistan",Essar Shipping Ports and Logistics Limited (ESPLL) ,Essar Shipping Ports and Logistics Limited (ESPLL) ,1983,398,18882,Bulker,Y,
India,K.K. Birla Group of Companies,Ratna Urvi,8813568,India,"Gadani, Pakistan",Chambal Fertilisers & Chemicals Limited ,Chambal Fertilisers & Chemicals Limited ,1989,410,14250,Crude Oil Tanker,Y,
India,Mercator Limited ,Prem Divya,9138599,India,"Gadani, Pakistan",Mercator Limited ,Mercator Limited ,1998,unknown,unknown,Crude Oil Tanker,N,
India,The Shipping Corporation of India Limited,Maha,7422738,India,"Gadani, Pakistan",The Shipping Corporation of India Limited,The Shipping Corporation of India Limited,1978,422,20168,Bulk and oil carrier,N,
India,Five Stars Shipping Company Private Limited,Maha Deepa,8128676,Panama,"Gadani, Pakistan",Five Stars Shipping Company Private Limited,Ganesh Shipping Incorporated ,1985,405,8809,Bulker,N,
India,Hermes Maritime Services Private Limited,Maheshwari,8026153,Panama,"Gadani, Pakistan",Hermes Maritime Services Private Limited,Maheshwari Shipping Company Incorporated ,1986,unknown,unknown,Bulker,Y,
India,Hermes Maritime Services Private Limited,Partnership,7920039,Panama,"Gadani, Pakistan",Hermes Maritime Services Private Limited,Ocean Castle Shipping Incorporated ,1981,unknown,unknown,Bulker,Y,
India,Mercator Limited ,Vasco Bharathi,9012783,Singapore,"Gadani, Pakistan",Mercator Limited ,Vasco Maritime Private Limited ,1993,unknown,unknown,Containership ,Y,
India,The Shipping Corporation of India Limited ,Shine,8409771,Tuvalu,"Gadani, Pakistan",The Shipping Corporation of India Limited ,The Shipping Corporation of India Limited ,1987,430,10100,Bulker ,Y,
Indonesia,P.T. Berlian Laju Tanker Tbk. ,Tridonawati,9000534,Liberia,"Gadani, Pakistan",P.T. Berlian Laju Tanker Tbk. ,Tridonawati Maritime Corporation ,1991,508,20187,Crude Oil Tanker,N,
Indonesia,P.T. Berlian Laju Tanker Tbk. ,Trirasa,9000510,Singapore,"Gadani, Pakistan",P.T. Berlian Laju Tanker Tbk. ,Anggraini Maritime Private Limited ,1991,508,20187,Crude Oil Tanker,N,
Jordan,Government of the Hashemite Kingdom of Jordan ,Jerash,7382263,Jordan,"Gadani, Pakistan",Ministry of Mineral Resources of The Kingdom Jordan ,Ministry of Mineral Resources of The Kingdom Jordan ,1976,unknown,unknown,Crude Oil Tanker,Y,
Lebanon,Mody Shipping Company S.a.r.l.,Little Princess,7712042,Lebanon,"Gadani, Pakistan",Mody Shipping Company S.a.r.l.,Karim Shipping Company Limited Incorporated ,1979,unknown,unknown,General cargo ship,N,
Malaysia,Atlantic Wave Management Sendirian Berhad,Ocean Blaze,8109022,Sierra Leone,"Gadani, Pakistan",Atlantic Wave Management Sendirian Berhad,Bridge Nav. Limited ,1984,450,8120,Bulker,Y,
Marshall Islands,Benita Shipping S.A.,Marley,8009002,North Korea,"Gadani, Pakistan",Benita Shipping S.A.,Benita Shipping S.A.,1984,unknown,unknown,Product tanker,N,
Mexico,Government of Mexico ,Meizhen,7383346,Sierra Leone,"Gadani, Pakistan",Petroleos Mexicanos Gerencia de Transportacion Maritima (Pemex) ,Petroleos Mexicanos Gerencia de Transportacion Maritima (Pemex) ,1977,unknown,unknown,Product tanker,Y,
Monaco,Sammy Ofer Group Monaco,Adriatic Sea,9002269,Liberia,"Gadani, Pakistan",Tanker Pacific Management (Singapore) Private Limited ,Bezon Shipping Limited ,1992,500,19792,Crude Oil Tanker,N,
